,Set number,Name,Set type,Theme,Theme group,Subtheme,Year released,Pieces,Minifigs,Price,Age range
7739,8924-1,Maxilos and Spinax,Normal,BIONICLE,Constraction,WARRIORS,2007,256,null,29.99,null
7740,8925-1,Barraki Deepsea Patrol,Normal,BIONICLE,Constraction,PLAYSETS,2007,228,4,29.99,null
7741,8926-1,Toa Undersea Attack,Normal,BIONICLE,Constraction,PLAYSETS,2007,401,6,49.99,null
7742,8927-1,Toa Terrain Crawler,Normal,BIONICLE,Constraction,PLAYSETS,2007,674,10,69.99,null
7743,8929-1,Defilak,Normal,BIONICLE,Constraction,MATORAN,2007,37,null,4.99,null
7744,8930-1,Dekar,Normal,BIONICLE,Constraction,MATORAN,2007,37,null,4.99,null
7745,8931-1,Thulox,Normal,BIONICLE,Constraction,HYDRUKA,2007,39,null,5.00,null
7746,8932-1,Morak,Normal,BIONICLE,Constraction,HYDRUKA,2007,40,null,4.99,null
7747,8934-1,Squid Ammo,Normal,BIONICLE,Constraction,ACCESSORIES,2007,7,null,1.99,null
7748,8935-1,Nocturn,Normal,BIONICLE,Constraction,WARRIORS,2007,116,null,14.99,null
7749,8939-1,Lesovikk,Normal,BIONICLE,Constraction,WARRIORS,2007,149,null,19.99,null
7750,8940-1,Karzahni,Normal,BIONICLE,Constraction,WARRIORS,2007,373,null,39.99,null
7751,9001-1,Medium Storage Bin,Normal,EDUCATION,Educational,null,2007,2,null,96.50,null
7752,9027-1,Duplo Bulk Set,Normal,EDUCATION,Educational,DUPLO,2007,144,null,0,null
7753,9213-1,Dinosaurs Set,Normal,EDUCATION,Educational,DUPLO,2007,95,null,0,null
7754,9214-1,Wild Animals Set,Normal,EDUCATION,Educational,DUPLO,2007,121,null,0,null
7755,9222-1,World People Set,Normal,EDUCATION,Educational,DUPLO,2007,16,16,39.99,null
7756,9225-1,Playhouse Set,Normal,EDUCATION,Educational,DUPLO,2007,120,5,0,null
7757,9226-1,Hospital Set,Normal,EDUCATION,Educational,DUPLO,2007,97,6,0,null
7758,9227-1,Farm Set,Normal,EDUCATION,Educational,DUPLO,2007,106,4,0,null
7759,9228-1,Farm Animals Set,Normal,EDUCATION,Educational,DUPLO,2007,51,1,0,null
7760,9229-1,Police Station Set,Normal,EDUCATION,Educational,DUPLO,2007,82,6,0,null
7761,9241-1,Wheels Set,Normal,EDUCATION,Educational,null,2007,360,null,39.99,null
7762,9310-1,Dinosaurs Set,Normal,EDUCATION,Educational,null,2007,null,null,0,null
7763,9322-1,Town Developers Set,Normal,EDUCATION,Educational,null,2007,1860,12,0,null
7764,9324-1,Micro Building Set,Normal,EDUCATION,Educational,null,2007,1641,null,0,null
7765,9632-1,Science and Technology Base Set,Normal,EDUCATION,Educational,null,2007,352,2,0,null
7766,9764-1,Power Puzzle Challenge Kit,Normal,EDUCATION,Educational,FIRST LEGO LEAGUE CHALLENGE,2007,1563,1,0,null
7767,9797-1,Mindstorms Education Base Set,Normal,EDUCATION,Educational,null,2007,431,null,250.00,null
7768,10178-1,Motorized Walking AT-AT,Normal,STAR WARS,Licensed,EPISODE V,2007,1137,4,129.99,14+
7769,10179-1,Ultimate Collector's Millennium Falcon,Normal,STAR WARS,Licensed,ULTIMATE COLLECTOR SERIES,2007,5197,5,499.99,16+
7770,10181-1,Eiffel Tower,Normal,ADVANCED MODELS,Model making,LANDMARKS,2007,3428,null,199.99,16+
7771,10182-1,Cafe Corner,Normal,ADVANCED MODELS,Model making,MODULAR BUILDINGS COLLECTION,2007,2056,3,139.99,16+
7772,10183-1,Hobby Trains,Normal,FACTORY,Miscellaneous,TRAINS,2007,1080,null,100.00,16+
7773,10190-1,Market Street,Normal,ADVANCED MODELS,Model making,MODULAR BUILDINGS COLLECTION,2007,1248,3,89.99,10+
7774,60030-1,Rolling Storage Box - Red/Yellow,Gear,GEAR,Miscellaneous,FURNITURE,2007,null,null,119.99,null
7775,60031-2,Rolling Storage Box - Blue/Green,Gear,GEAR,Miscellaneous,STORAGE,2007,null,null,119.99,null
7776,60040-1,Building Table,Gear,GEAR,Miscellaneous,FURNITURE,2007,null,null,199.99,null
7777,66149-1,Bonus Pack,Collection,CREATOR,Model making,null,2007,542,null,0,null
7778,66175-1,City Essential Vehicles Collection,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,526,null,49.99,null
7779,66177-1,City Rescue Pack,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,467,null,0,null
7780,66187-1,Bonus/Value Pack,Collection,BIONICLE,Constraction,PRODUCT COLLECTION,2007,192,null,0,null
7781,66188-1,Bonus/Value Pack,Collection,MAKE AND CREATE,Basic,PRODUCT COLLECTION,2007,923,null,0,null
7782,66189-1,Creative Building,Collection,DUPLO,Pre-school,PRODUCT COLLECTION,2007,147,null,0,null
7783,66193-1,City Medical Super Pack,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,815,null,0,null
7784,66194-1,City Super Pack,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,1097,null,0,null
7785,66195-1,City Super Pack,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,496,null,0,null
7786,66198-1,Bonus/Value Pack,Collection,CREATOR,Model making,PRODUCT COLLECTION,2007,286,null,0,null
7787,66201-1,Bonus/Value Pack,Collection,EXO-FORCE,Action/Adventure,PRODUCT COLLECTION,2007,509,null,0,null
7788,66202-1,Bonus/Value Pack,Collection,EXO-FORCE,Action/Adventure,PRODUCT COLLECTION,2007,359,null,0,null
7789,66208-1,Mr. Magorium's big book,Collection,CREATOR,Model making,PRODUCT COLLECTION,2007,323,null,19.99,6 - 12
7790,66217-1,Bonus/Value Pack,Collection,DUPLO,Pre-school,PRODUCT COLLECTION,2007,120,null,0,null
7791,66231-1,Bonus/Value Pack,Collection,DUPLO,Pre-school,PRODUCT COLLECTION,2007,42,null,0,null
7792,66232-1,Bonus/Value Pack,Collection,DUPLO,Pre-school,PRODUCT COLLECTION,2007,143,null,0,null
7793,66234-1,Bonus/Value Pack,Collection,CREATOR,Model making,PRODUCT COLLECTION,2007,566,null,0,null
7794,66235-1,Bonus/Value Pack,Collection,BIONICLE,Constraction,PRODUCT COLLECTION,2007,192,null,0,null
7795,66239-1,City Trains Super Set,Collection,CITY,Modern day,PRODUCT COLLECTION,2007,1267,null,0,null
7796,66254-1,Luke Skywalker™ Pilot Maquette,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,69.99,8 - 12
7797,66332-1,Bonus/Value Pack,Collection,DUPLO,Pre-school,PRODUCT COLLECTION,2007,40,null,0,null
7798,850152-1,Blue Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,6+
7799,850154-1,Red Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,5.99,null
7800,850355-1,Stormtrooper,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,4.99,null
7801,850355-2,Stormtrooper,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,0,null
7802,851197-1,Classic Calculator,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7803,851462-1,Anakin,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,3.99,null
7804,851463-1,Clone Trooper,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,3.99,null
7805,851464-1,Chewbacca,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,4.99,null
7806,851501-1,Egg Timer,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,7.99,null
7807,851502-1,Ice Brick Tray - Yellow,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,7.99,null
7808,851524-1,Egg Cup Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7809,851537-1,Firefighter Keychain,Gear,GEAR,Miscellaneous,KEY CHAINS/CITY,2007,null,null,0,null
7810,851591-1,Piraka Ball Shooter,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,19.99,null
7811,851617-1,LEGOville Zoo Dinner Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,14.99,null
7812,851624-1,City Police Cap,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7813,851625-1,Toy Police Badge,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7814,851627-1,Key Chain Name Kit,Gear,GEAR,Miscellaneous,KEY CHAINS/MISCELLANEOUS,2007,null,null,4.99,null
7815,851641-1,City Memory Game,Gear,GEAR,Miscellaneous,TRADING/PLAYING CARDS,2007,null,null,7.99,null
7816,851648-1,Magnetic Notepad,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,4.99,null
7817,851652-1,Corkscrew & Bottle Opener,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7818,851680-1,Santa Gift Wrap and Tags,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,0,null
7819,851686-1,Batman Keyring,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,0,null
7820,851687-1,Robin Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7821,851689-1,Catwoman Minifigure Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/BATMAN,2007,null,null,12.99,null
7822,851757-1,Fire Extinguisher,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7823,851814-1,The Joker Keyring,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,0,null
7824,851815-1,Catwoman Keyring,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,0,null
7825,851821-1,Exo-Force Blaster,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,14.99,null
7826,851831-1,Viking Helmet,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7827,851836-1,Exo-Force Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/EXO-FORCE,2007,null,null,12.99,null
7828,851838-1,SpongeBob Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPONGEBOB SQUAREPANTS,2007,null,null,4.99,null
7829,851839-1,Patrick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPONGEBOB SQUAREPANTS,2007,null,null,4.99,null
7830,851841-1,Gift Wrap Santa Mini-Figure & Tree,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,0,null
7831,851846-1,Coaster Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7832,851848-1,Tic Tac Toe,Gear,GEAR,Miscellaneous,BOARD GAMES,2007,null,10,19.99,null
7833,851853-1,Mr. Krabs Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPONGEBOB SQUAREPANTS,2007,null,null,3.99,null
7834,851854-1,SpongeBob Minifigure Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/SPONGEBOB SQUAREPANTS,2007,null,null,12.99,null
7835,851855-1,Classic LEGO Gift Wrap,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7836,851868-1,Princess Crown,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,7.99,null
7837,851873-1,Picnic Tea Set,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7838,851875-1,Sword Takadox,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7839,851876-1,Takadox Mask,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7840,851877-1,Barraki Pump Action Water Gun,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,24.99,null
7841,851878-1,Splashy Barraki Squid,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,7.99,null
7842,851893-1,Exo-Force Rocket Launcher,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,16.99,null
7843,851894-1,King's Sword,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7844,851895-1,King's Cape with Fur,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,14.99,null
7845,851896-1,King's Crown,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,12.99,null
7846,851897-1,Fire Department Drinking Bottle,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7847,851898-1,Fire Axe,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7848,851899-1,City Police Flashlight,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7849,851901-1,City Police Megaphone,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,11.99,null
7850,851902-1,City Police Investigator Set,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,14.99,null
7851,851903-1,LEGO Brick Backpack Blue,Gear,GEAR,Miscellaneous,BAGS,2007,null,null,19.99,null
7852,851904-1,Brick Wallet Blue,Gear,GEAR,Miscellaneous,BAGS,2007,null,null,6.99,null
7853,851905-1,LEGO Brick Sports Bag Blue,Gear,GEAR,Miscellaneous,BAGS,2007,null,null,24.99,null
7854,851906-1,Activity Planner,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7855,851908-1,Key Rack,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,19.99,null
7856,851910-1,Classic Stripes Pink Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,7.99,null
7857,851911-1,Classic Stripes Blue Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,7.99,null
7858,851915-1,LEGO Brick Cake / Jelly Mould,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,14.99,null
7859,851917-1,Storage Tray Unit,Gear,GEAR,Miscellaneous,STORAGE,2007,null,null,49.99,null
7860,851918-1,LEGO Brick Lunch Bag Blue,Gear,GEAR,Miscellaneous,BAGS,2007,null,null,17.99,null
7861,851931-1,Pirate Cleaver,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7862,851933-1,Pirate Sword,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7863,851935-1,Splash Cannon Balls,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7864,851936-1,Treasure Chest Coin Bank,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,0,null
7865,851937-1,Astromech Droid,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,3.99,null
7866,851938-1,Princess Leia,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,3.99,null
7867,851939-1,Star Wars Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/STAR WARS,2007,null,null,12.99,null
7868,851941-1,Viking Cape,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7869,851942-1,Viking Armour,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7870,851949-1,King's Shield,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7871,851950-1,LEGO Brick Backpack Pink,Gear,GEAR,Miscellaneous,BAGS,2007,null,null,19.99,null
7872,851951-1,Classic Stripes Plastic Tumblers,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,17.00,null
7873,851954-1,Aqua Raiders Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,6.99,null
7874,851955-1,Aqua Raiders Water Blaster,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,16.99,null
7875,851958-1,Secret Diary Plush,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7876,851960-1,Duplo Zoo Sticker Sheet,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7877,851970-1,Belville Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7878,851973-1,Belville Ice Cube Tray,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,7.99,null
7879,851974-1,Bionicle Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,7.99,null
7880,851975-1,Toa Mahri Dart Shooter,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,24.99,null
7881,851976-1,Lenticular Bionicle Notebook,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,7.99,null
7882,851988-1,Duplo Zoo Height Chart,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,9.99,null
7883,851994-1,Manga Tutorial Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7884,851999-1,Hagrid Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/HARRY POTTER,2007,null,null,3.99,null
7885,852000-1,Hermione Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/HARRY POTTER,2007,null,null,3.99,null
7886,852001-1,Castle Chess Set,Gear,GEAR,Miscellaneous,BOARD GAMES,2007,null,24,49.99,null
7887,852003-1,Castle Skeleton Sword,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7888,852004-1,Castle Skeleton Shield,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7889,852005-1,Knight Hero Helmet,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7890,852007-1,Knight's Shield,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,9.99,null
7891,852008-1,Knight Hero Armour,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7892,852009-1,Castle Minifigure Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/CASTLE,2007,null,null,12.99,null
7893,852011-1,LEGO City Stationery Set,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,9.99,null
7894,852012-1,City Minifigure Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/CITY,2007,null,null,12.99,null
7895,852015-1,Construction Worker Vest,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7896,852017-1,Foldable Ruler,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,3.99,null
7897,852018-1,Classic Stripes Towel,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,14.99,null
7898,852019-1,Space Hero Air Blaster,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,19.99,null
7899,852020-1,Space Hero Suit,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,24.99,null
7900,852021-1,Squidward Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/SPONGEBOB SQUAREPANTS,2007,null,null,3.99,null
7901,852026-1,DUPLO White Children's T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7902,852028-1,DUPLO Beige Bucket Hat,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7903,852037-1,Exo-Force Navy Children's T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7904,852038-1,Exo-Force Turquoise Children's T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7905,852043-1,Grey Racers Cap,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7906,852053-1,Bionicle Barraki Children's T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7907,852054-1,Bionicle Ehlek Children's T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7908,852064-1,Classic Yellow Children's T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7909,852066-1,Classic Women's White Slimfit Polo,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7910,852068-1,Classic Men's White Polo,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,0,null
7911,852080-1,Two-Face Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7912,852081-1,The Penguin Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7913,852084-1,Classic Stripes Melamine Plates,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7914,852085-1,Star Wars Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/STAR WARS,2007,null,null,12.99,null
7915,852086-1,"Star Wars Magnet Set: Darth Maul, Anakin and Naboo Fighter Pilot",Gear,GEAR,Miscellaneous,MAGNETS/STAR WARS,2007,null,null,12.99,null
7916,852088-1,Castle Skeleton Armour,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2007,null,null,0,null
7917,852089-1,Mr Freeze Minifigure Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/BATMAN,2007,null,null,12.99,null
7918,852090-1,Riddler Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7919,852091-1,Harry Potter Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/HARRY POTTER,2007,null,null,3.99,null
7920,852095-1,Yellow Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7921,852096-1,Green Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7922,852097-1,Orange Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7923,852098-1,Black Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7924,852099-1,Lime Green Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7925,852100-1,White Brick Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BRICK,2007,null,null,4.99,null
7926,852113-1,Millennium Falcon Bag Charm,Gear,GEAR,Miscellaneous,BAG CHARMS,2007,null,null,9.99,null
7927,852114-1,Y-wing Fighter Bag Charm,Gear,GEAR,Miscellaneous,BAG CHARMS,2007,null,null,9.99,null
7928,852115-1,Vader's TIE Fighter Bag Charm,Gear,GEAR,Miscellaneous,BAG CHARMS,2007,null,null,9.99,null
7929,852116-1,Santa Gift Bag,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,4.99,null
7930,852117-1,LEGO City Gift Bag,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,4.99,null
7931,852119-1,Santa Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/SEASONAL,2007,null,1,5.99,null
7932,852124-1,Santa Stocking,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,9.99,null
7933,852129-1,Emperor Palpatine,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2007,null,null,4.99,null
7934,852130-1,Scarecrow Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7935,852131-1,Mr. Freeze Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS/BATMAN,2007,null,null,3.99,null
7936,852132-1,Castle Tic Tac Toe,Gear,GEAR,Miscellaneous,BOARD GAMES,2007,null,10,14.99,null
7937,852133-1,Santa Holiday Cards,Gear,GEAR,Miscellaneous,SEASONAL,2007,null,null,9.99,null
7938,991331-1,Small Wide Tire & Hub,Extended,EDUCATION,Educational,SUPPLEMENTARY SET,2007,16,null,0,null
7939,2000410-1,LSP Window 2,Normal,SERIOUS PLAY,Educational,null,2007,147,null,0,null
7940,4285303-1,Bionicle Clock,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2007,null,null,0,null
7941,4297455-1,Football,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,0,null
7942,4494715-1,LEGO Corkscrew & Bottle Opener,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7943,4498051-1,Football Magnet Set,Gear,GEAR,Miscellaneous,MAGNETS/FOOTBALL,2007,null,null,0,null
7944,4521221-1,Gold Chrome Plated C-3PO,Extended,STAR WARS,Licensed,MINIFIG PACK,2007,1,1,0.00,null
7945,4524081-1,Mindstorms NXT CD,Extended,MINDSTORMS,Technical,NXT,2007,1,null,19.99,null
7946,DUCK-1,Duck,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2007,6,null,0,null
7947,DUCK75-1,75th Anniversary LEGO Duck on Wheels,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2007,44,null,0.00,null
7948,EL913-1,Classic Calculator,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,4.99,null
7949,GGSW001-1,Blackhole Stormtrooper Maquette (Gentle Giant),Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,64.99,null
7950,GGSW002-1,Darth Vader Maquette (Gentle Giant),Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,64.99,null
7951,GGSW003-1,Stormtrooper Maquette (Gentle Giant),Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,64.99,null
7952,GGSW004-1,Boba Fett Maquette (Gentle Giant),Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,64.99,null
7953,GGSW005-1,Luke Skywalker Pilot Maquette,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,19.99,null
7954,HEROWII-1,BIONICLE Heroes,Gear,GEAR,Miscellaneous,VIDEO GAMES/WII,2007,null,null,0,null
7955,K851951-1,Classic Picnic Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2007,null,null,0,null
7956,K851988-1,DUPLO Height Chart with Zoo Sticker Set,Gear,GEAR,Miscellaneous,MISCELLANEOUS,2007,null,null,0,null
7957,LIT2007-1,Market Street,Other,MISCELLANEOUS,Miscellaneous,LEGO INSIDE TOUR EXCLUSIVE,2007,1248,null,0,null
7958,MS1038-1,Colour Sensor for Mindstorms NXT,Other,MINDSTORMS,Technical,NXT,2007,1,null,54.99,null
7959,MS1040-1,Accelerometer Sensor for Mindstorms NXT,Other,MINDSTORMS,Technical,NXT,2007,1,null,54.99,null
7960,MS1042-1,Infrared Seeker,Other,MINDSTORMS,Technical,NXT,2007,1,null,49.99,null
7961,MS1044-1,Gyroscopic Sensor,Other,MINDSTORMS,Technical,NXT,2007,1,null,54.99,null
7962,MS1046-1,Infrared Link Sensor,Other,MINDSTORMS,Technical,NXT,2007,1,null,54.99,null
7963,NDS061-1,LEGO Star Wars: The Complete Saga,Gear,GEAR,Miscellaneous,VIDEO GAMES/DS,2007,null,null,34.99,null
7964,P2155-1,Darth Vader Connect & Build Pen,Gear,GEAR,Miscellaneous,PENS,2007,null,null,9.99,null
7965,P2156-1,Yoda Connect & Build Pen,Gear,GEAR,Miscellaneous,PENS,2007,null,null,9.99,null
7966,P2157-1,R2-D2 Connect & Build Pen,Gear,GEAR,Miscellaneous,PENS,2007,null,null,9.99,null
7967,P2158-1,Chewbacca Connect & Build Pen,Gear,GEAR,Miscellaneous,PENS,2007,null,null,9.99,null
7968,P60230-1,Bionicle Cartridge Pen,Gear,GEAR,Miscellaneous,STATIONERY,2007,null,null,0,null
7969,PENGUIN-1,Penguin,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2007,9,null,0,null
7970,PROMOSW004-1,Star Wars Celebration IV Exclusive,Other,STAR WARS,Licensed,PROMOTIONAL,2007,26,null,49.99,null
7971,PS3038-1,LEGO Star Wars: The Complete Saga,Gear,GEAR,Miscellaneous,VIDEO GAMES/PS3,2007,null,null,49.99,null
